$CDC: RAGGRUPPAMENTI ;$CDC: Codice e descrizione;$CON: UNLG - Liv. 2;$CON: Codice;$CON: Descrizione;Ter_cod;Ter_descr;NOTE;gennaio;febbraio;marzo;aprile;maggio;giugno;luglio;agosto;settembre;ottobre;novembre;dicembre;Totale - Importo di default
3_1 ANZOLA EMILIA;200000 - San Vito;3_06360 Telefonia;3010705300;TELEFONICHE   DEDUCIBILI;0000002111;FASTWEB S.P.A.;;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-1,740
3_1 ANZOLA EMILIA;200000 - San Vito;3_06360 Telefonia;3010705300;TELEFONICHE   DEDUCIBILI;0000002120;WIND TRE SPA CON SOCIO UNICO;sostituzione di vodafone ;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-1,000.00;-12,000
3_1 ANZOLA EMILIA;300000 - Anzola;3_06360 Telefonia;3010705300;TELEFONICHE   DEDUCIBILI;0000002111;FASTWEB S.P.A.;;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-1,800
3_1 ANZOLA EMILIA;310000 - Anzola - Atlante Vdca;3_06360 Telefonia;3010705300;TELEFONICHE   DEDUCIBILI;0000002111;FASTWEB S.P.A.;;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-145.00;-1,740
3_1 ANZOLA EMILIA;300000 - Anzola;3_06380 Ammortamenti;3011000100;AMM.TO ATREZZATURA VARIA;;;;-58.81;-53.12;-58.81;-56.91;-58.81;-56.91;-58.81;-58.81;-56.91;-58.81;-56.91;-58.81;-692
3_1 ANZOLA EMILIA;300000 - Anzola;3_06380 Ammortamenti;3011000700;AMM.TO COSTRUZIONI LEGGERE;;;;-861.46;-778.09;-861.46;-833.67;-861.46;-833.67;-861.46;-861.46;-833.67;-861.46;-833.67;-861.46;-10,143
3_1 ANZOLA EMILIA;300000 - Anzola;3_06380 Ammortamenti;3011001800;AMM.TO IMPIANTI ALLARME/ACCESS;;;;-344.77;-311.40;-344.77;-333.65;-344.77;-333.65;-344.77;-344.77;-333.65;-344.77;-333.65;-344.77;-4,059
3_1 ANZOLA EMILIA;300000 - Anzola;3_06380 Ammortamenti;3011002400;AMM.TO IMPIANTO CONDIZIONAMENT;;;;-139.90;-126.36;-139.90;-135.38;-139.90;-135.38;-139.90;-139.90;-135.38;-139.90;-135.38;-139.90;-1,647
3_1 ANZOLA EMILIA;310000 - Anzola - Atlante Vdca;3_06380 Ammortamenti;3011002400;AMM.TO IMPIANTO CONDIZIONAMENT;;;;-14.65;-13.23;-14.65;-14.18;-14.65;-14.18;-14.65;-14.65;-14.18;-14.65;-14.18;-14.65;-173
3_1 ANZOLA EMILIA;300000 - Anzola;3_06380 Ammortamenti;3011003400;AMM.TO MOBILI E MACCHINE ORDIN;;;;-490.99;-443.47;-490.99;-475.15;-490.99;-475.15;-490.99;-490.99;-475.15;-490.99;-475.15;-490.99;-5,781
3_1 ANZOLA EMILIA;200000 - San Vito;3_06380 Ammortamenti;3011011300;AMM.TO SPESE MANUT.BENI IN AFF;;;;-39.11;-35.33;-39.11;-37.85;-39.11;-37.85;-39.11;-39.11;-37.85;-39.11;-37.85;-39.11;-461
3_1 ANZOLA EMILIA;300000 - Anzola;3_06380 Ammortamenti;3011011300;AMM.TO SPESE MANUT.BENI IN AFF;;;;-6,767.98;-6,113.02;-6,767.98;-6,549.66;-6,767.98;-6,549.66;-6,767.98;-6,767.98;-6,549.66;-6,767.98;-6,549.66;-6,767.98;-79,688
3_1 ANZOLA EMILIA;300000 - Anzola;3_06380 Ammortamenti;3011011300;AMM.TO SPESE MANUT.BENI IN AFF;;;;-1,593.02;-1,438.86;-1,593.02;-1,541.63;-1,593.02;-1,541.63;-1,593.02;-1,593.02;-1,541.63;-1,593.02;-1,541.63;-1,593.02;-18,757
3_1 ANZOLA EMILIA;200000 - San Vito;3_06999 Altri costi;3010601000;CANCELLERIA E STAMPATI;;;;-20.00;-20.00;-20.00;-20.00;-20.00;-20.00;-20.00;-20.00;-20.00;-20.00;-20.00;-20.00;-240
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010601000;CANCELLERIA E STAMPATI;;;;-100.00;-2,000.00;-3,000.00;;-100.00;;-2,000.00;;-100.00;;-100.00;;-7,400
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010602000;MERCI C/TO ACQUISTI;0000000811;MANUZZI IMPORT EXPORT SRL ;;-700.00;-700.00;-700.00;-1,450.00;-1,450.00;-1,450.00;-1,430.00;-1,430.00;-1,430.00;-700.00;-700.00;-700.00;-12,840
3_1 ANZOLA EMILIA;200000 - San Vito;3_06999 Altri costi;3010740402;ELABORAZIONE CEDOLINI ;0000001562;HR SERVIZI SRL ;;-9.17;-9.17;-9.17;-9.17;-9.17;-18.34;-9.17;-9.17;-9.17;-9.17;-9.17;-18.34;-128
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010740402;ELABORAZIONE CEDOLINI ;0000001562;HR SERVIZI SRL ;;-442.91;-442.91;-442.91;-442.91;-442.91;-880.32;-442.91;-442.91;-442.91;-442.91;-442.91;-880.32;-6,190
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010741300;FORMAZIONE DEL PERSONALE;;;;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-750.00;-9,000
3_1 ANZOLA EMILIA;200000 - San Vito;3_06999 Altri costi;3010741500;FOTOCOPIE;0000001886;CYBEROO S.P.A.;;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-75.21;-903
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010741500;FOTOCOPIE;0000001886;CYBEROO S.P.A.;;-376.04;-376.04;-376.04;-376.04;-376.04;-376.04;-376.04;-376.04;-376.04;-376.04;-376.04;-376.04;-4,512
3_1 ANZOLA EMILIA;200000 - San Vito;3_06999 Altri costi;3010743703;SPESE PER DISINFESTAZIONE;0000001187;EVOLUZIONE SERVIZI SRL SOCIETA'UNIPERSONALE;;;;-17.50;;;-17.50;;;-17.50;;;-17.50;-70
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010743703;SPESE PER DISINFESTAZIONE;0000001187;EVOLUZIONE SERVIZI SRL SOCIETA'UNIPERSONALE;;-215.00;-215.00;-215.00;-215.00;-215.00;-215.00;-215.00;-215.00;-215.00;-215.00;-215.00;-215.00;-2,580
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010743703;SPESE PER DISINFESTAZIONE;0000001187;EVOLUZIONE SERVIZI SRL SOCIETA'UNIPERSONALE;;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-2,400
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010744400;COVID 19 - SANIFICAZIONI RIMB.;0000002491;AIR SOLUTION SRL  ;sanificazione fancoil ;-109.58;-109.58;-109.58;-109.58;-109.58;-109.58;-109.58;-109.58;-109.58;-109.58;-109.58;-109.58;-1,315
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010744400;COVID 19 - SANIFICAZIONI RIMB.;0000001744;ECO CLEAN SOC. COOP. ;ridotta al 50% da 06;-340.00;-340.00;-340.00;-340.00;-340.00;-340.00;-170.00;-170.00;-170.00;-170.00;-170.00;-170.00;-3,060
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010744400;COVID 19 - SANIFICAZIONI RIMB.;;;;;;-250.00;;;-250.00;;;-250.00;;;-250.00;-1,000
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3010744700;SOMM.BEVANDE E ALIM.A DIPEND.;0000000305;CULLIGAN ITALIANA S.P.A. ;;;;-630.00;;;;;-630.00;;;-630.00;;-1,890
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3011400300;CERTIFICATI E LICENZE;0000001030;ICEA ISTITUTO PER CERTIFICAZIONE ETICA ED   AMBIEN;;;;;;;;;-940.00;;;;;-940
3_1 ANZOLA EMILIA;300000 - Anzola;3_06999 Altri costi;3011402600;VALORI BOLLATI;;;;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-180
3_1 ANZOLA EMILIA;300000 - Anzola;3_08100 Altri ricavi;4010100700;RICAVI PER MOVIMENT.AUTOCARRI;;;;10,000.00;10,000.00;10,000.00;10,000.00;10,000.00;10,000.00;10,000.00;10,000.00;10,000.00;10,000.00;10,000.00;10,000.00;120,000
3_1 ANZOLA EMILIA;300000 - Anzola;3_08100 Altri ricavi;4010501200;RICAVI SERVIZI DIVERSI ;;;DISTACCO TOSCHI (10%);850.00;850.00;850.00;850.00;850.00;850.00;850.00;850.00;850.00;850.00;850.00;850.00;10,200
3_1 ANZOLA EMILIA;300000 - Anzola;3_23100 Costi finanziari;3021700305;INTERESSI DI MORA;;;;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-5.00;-60
3_1 ANZOLA EMILIA;300000 - Anzola;3_28100 Risultato controllata;3011402100;PERDITE DIVERSE;;;SOLO INDICATIVO ;1,500.00;1,500.00;1,500.00;1,500.00;1,500.00;1,500.00;1,500.00;1,500.00;1,500.00;1,500.00;1,500.00;1,500.00;18,000
3_1 ANZOLA EMILIA;200000 - San Vito;3_29100 Imposte tasse comunali/CCIAA;3011410100;IMPOSTA DI REGISTRO;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA ;;-140.00;;;;;;;;;;;;-140
3_1 ANZOLA EMILIA;300000 - Anzola;3_29100 Imposte tasse comunali/CCIAA;3011410100;IMPOSTA DI REGISTRO;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA ;;-660.00;;;;;-3,228.00;;;;;;;-3,888
3_1 ANZOLA EMILIA;300000 - Anzola;3_29100 Imposte tasse comunali/CCIAA;3011410400;IMPOSTE E TASSE COMUNALI;0000002238;GEOVEST S.R.L ;;-1,227.00;-1,227.00;-1,227.00;-1,227.00;-1,227.00;-1,227.00;-1,227.00;-1,227.00;-1,227.00;-1,227.00;-1,227.00;-1,227.00;-14,724
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;---;Non classificato ;G/C TECNICO TRA VOLANTE E GV1;25,700.00;25,700.00;25,700.00;25,700.00;25,700.00;25,700.00;25,700.00;25,700.00;25,700.00;25,700.00;25,700.00;25,700.00;308,400
3_2 GV1;750000 - GV1;3_01030 Affitto;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000078;COOP.AGRICOLA BRACCIANTI G.BELLINISCARL;;4,500.00;3,500.00;3,500.00;3,500.00;2,500.00;1,500.00;2,000.00;1,500.00;4,500.00;3,000.00;3,000.00;3,000.00;36,000
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000160;COOPERATIVA CARTAI MODENESE SOC.COOP.;;3,500.00;3,500.00;3,500.00;3,500.00;3,500.00;3,500.00;3,500.00;3,500.00;3,500.00;3,500.00;3,500.00;3,500.00;42,000
3_2 GV1;750000 - GV1;3_01030 Affitto;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000000299;CO.IND SOCIETA' COOPERATIVA;;21,035.86;21,035.86;24,191.24;19,984.06;23,139.44;22,087.65;22,087.65;23,139.44;22,087.65;22,087.65;22,087.65;21,035.86;264,000
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000299;CO.IND SOCIETA' COOPERATIVA;;25,577.69;25,577.69;29,414.34;24,298.80;28,135.46;26,856.57;26,856.57;28,135.46;26,856.57;26,856.57;26,856.57;25,577.69;321,000
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000302;GOOD TRUCK SOCIETA' COOPERATIVA;;18,725.10;18,725.10;21,533.86;17,788.84;20,597.61;19,661.35;19,661.35;20,597.61;19,661.35;19,661.35;19,661.35;18,725.10;235,000
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000328;MATERIE PLASTICHE COTTI S.R.L.;;5,737.05;5,737.05;6,597.61;5,450.20;6,310.76;6,023.90;6,023.90;6,310.76;6,023.90;6,023.90;6,023.90;5,737.05;72,000
3_2 GV1;750000 - GV1;3_01030 Affitto;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000000385;CONAPI SOC.COOP.;;1,290.84;1,290.84;1,484.46;1,226.29;1,419.92;1,355.38;1,355.38;1,419.92;1,355.38;1,355.38;1,355.38;1,290.84;16,200
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000385;CONAPI SOC.COOP.;;6,334.66;6,334.66;7,284.86;6,017.93;6,968.13;6,651.39;6,651.39;6,968.13;6,651.39;6,651.39;6,651.39;6,334.66;79,500
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000593;TRANSCOOP SOCIETA' COOPERATIVA;;3,952.19;3,952.19;4,545.02;3,754.58;4,347.41;4,149.80;4,149.80;4,347.41;4,149.80;4,149.80;4,149.80;3,952.19;49,600
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000680;CPR SYSTEM S.C;;1,147.41;1,147.41;1,319.52;1,090.04;1,262.15;1,204.78;1,204.78;1,262.15;1,204.78;1,204.78;1,204.78;1,147.41;14,400
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000000763;BIA S.P.A.;;462.15;462.15;531.47;439.04;508.37;485.26;485.26;508.37;485.26;485.26;485.26;462.15;5,800
3_2 GV1;750000 - GV1;3_01030 Affitto;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000000763;BIA S.P.A.;;286.85;286.85;329.88;272.51;315.54;301.20;301.20;315.54;301.20;301.20;301.20;286.85;3,600
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000001405;DI COSTA S.P.A.;;342.63;342.63;394.02;325.50;376.89;359.76;359.76;376.89;359.76;359.76;359.76;342.63;4,300
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000001514;TARGET 2000 S.P.A.;;7,600.00;7,600.00;7,600.00;7,600.00;7,600.00;7,600.00;7,600.00;7,600.00;7,600.00;7,600.00;7,600.00;7,600.00;91,200
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000001589;CONAD SOC.COOP. A R.L.;;1,000.00;1,000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2,000
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000001825;ALIMENTA PRODUZIONI S.R.L.;;430.28;430.28;494.82;408.76;473.31;451.79;451.79;473.31;451.79;451.79;451.79;430.28;5,400
3_2 GV1;750000 - GV1;3_01030 Affitto;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000001825;ALIMENTA PRODUZIONI S.R.L.;;629.48;629.48;723.90;598.01;692.43;660.96;660.96;692.43;660.96;660.96;660.96;629.48;7,900
3_2 GV1;750000 - GV1;3_01030 Affitto;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000002082;CEREAL FOOD SRL;;1,200.00;1,200.00;1,200.00;1,200.00;1,000.00;1,000.00;1,000.00;1,000.00;1,200.00;1,600.00;1,200.00;1,000.00;13,800
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000002082;CEREAL FOOD SRL;;300.00;600.00;1,000.00;1,000.00;1,000.00;1,000.00;1,000.00;600.00;600.00;800.00;800.00;800.00;9,500
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000002324;CONAD NORD OVEST SOC. COOP.;;14,342.63;14,342.63;16,494.02;13,625.50;15,776.89;15,059.76;15,059.76;15,776.89;15,059.76;15,059.76;15,059.76;14,342.63;180,000
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100100;AFFITTI ATTIVI  ATTIVITA' PROP;0000002715;INTERMOMA FOOD S.R.L.;;1,434.26;1,434.26;1,649.40;1,362.55;1,577.69;1,505.98;1,505.98;1,577.69;1,505.98;1,505.98;1,505.98;1,434.26;18,000
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;0000002715;INTERMOMA FOOD S.R.L.;;478.09;478.09;549.80;454.18;525.90;501.99;501.99;525.90;501.99;501.99;501.99;478.09;6,000
3_2 GV1;750000 - GV1;3_01020 Deposito;4010100600;RICAVI PER FATTURATO DEPOSITO;;CLIENTI NUOVI;;2,270.92;2,270.92;2,611.55;2,157.37;2,498.01;2,384.46;2,384.46;2,498.01;2,384.46;2,384.46;2,384.46;2,270.92;28,500
3_2 GV1;750000 - GV1;3_04010 Costo lavoro dipendente;3010900100;SALARI E STIPENDI DIP.;;;;-10,469.07;-11,338.70;-11,652.77;-11,855.09;-12,799.67;-25,260.06;-12,804.55;-13,432.36;-11,826.37;-11,969.09;-12,019.62;-12,651.25;-158,079
3_2 GV1;750000 - GV1;3_04010 Costo lavoro dipendente;3010900101;COSTI FERIE PERM.ROL NON GODUT;;;;-329.26;-1,461.65;-1,087.08;-1,163.98;-546.59;413.15;785.60;1,379.12;140.69;-605.10;-873.44;-919.34;-4,268
3_2 GV1;750000 - GV1;3_04010 Costo lavoro dipendente;3010900102;COSTI PER RATEI 13ma-14ma DIP.;;;;-1,728.31;-1,835.46;-1,877.45;-1,816.58;-1,983.03;9,418.12;-2,048.30;-2,051.27;-1,897.88;-2,194.49;-1,943.61;-2,045.74;-12,004
3_2 GV1;750000 - GV1;3_04010 Costo lavoro dipendente;3010901100;CONTRIBUTI INPS DIP.;;;;-2,793.93;-3,024.20;-3,109.22;-3,180.60;-3,427.01;-7,024.60;-3,419.00;-3,601.85;-3,159.55;-3,496.23;-3,510.42;-3,694.89;-43,442
3_2 GV1;750000 - GV1;3_04010 Costo lavoro dipendente;3010901101;CTR PER FERIE PERM.ROL NON GOD;;;;-82.35;-381.61;-279.54;-309.72;-138.14;117.13;183.88;402.31;-425.82;-176.18;-252.07;-265.32;-1,607
3_2 GV1;750000 - GV1;3_04010 Costo lavoro dipendente;3010901102;CTR SU RATEI 13ma e 14ma DIP.;;;;-443.14;-476.17;-487.10;-471.32;-514.50;2,409.90;-531.46;-532.14;-796.93;-627.97;-556.24;-585.47;-3,613
3_2 GV1;750000 - GV1;3_04010 Costo lavoro dipendente;3010901601;CONTR.SANILOG DITTA;;;;-41.18;-44.90;-45.93;-44.44;-48.51;-50.37;-50.11;-50.18;-46.43;-50.13;-47.07;-24.77;-544
3_2 GV1;750000 - GV1;3_04010 Costo lavoro dipendente;3010903000;TFR DIP.;;;;-828.55;-900.11;-920.45;-925.41;-1,010.09;-959.48;-1,003.72;-1,043.91;-929.99;-1,021.12;-947.63;-997.43;-11,488
3_2 GV1;750000 - GV1;3_04010 Costo lavoro dipendente;3010904600;EBILOG DIP.;;;;-10.35;-11.28;-11.54;-11.17;-12.19;-12.66;-12.59;-12.61;-11.67;-12.60;-11.83;-6.23;-137
3_2 GV1;750000 - GV1;3_04010 Costo lavoro dipendente;3010902000;CONTRIBUTI INAIL DIP;;;;-121.44;-132.41;-135.44;-131.05;-143.06;-148.53;-147.76;-147.98;-136.91;-147.82;-138.81;-73.05;-1,604
3_2 GV1;750000 - GV1;3_04999 Costo lavoro altri costi;3010600100;ABBIGLIAMENTO;0000000614;SECUR SERVICE SRL ;;-6.00;-6.00;-6.00;-6.00;-6.00;-6.00;-6.00;-6.00;-6.00;-6.00;-6.00;-6.00;-72
3_2 GV1;750000 - GV1;3_04999 Costo lavoro altri costi;3010601300;CARB.E LUBRIF.SI BENEFIT;;;10% auto Gaita;-28.00;-28.00;-28.00;-28.00;-36.00;-36.00;-36.00;-36.00;-36.00;-36.00;-28.00;-28.00;-384
3_2 GV1;750000 - GV1;3_04999 Costo lavoro altri costi;3010742200;MENSA;;;;-458.63;-533.73;-533.73;-541.97;-561.40;-574.32;-518.52;-519.69;-519.69;-552.63;-552.63;-578.84;-6,446
3_2 GV1;750000 - GV1;3_04999 Costo lavoro altri costi;3010742400;PEDAGGI AUTO  SI BENEFIT;;;10% auto Gaita;-18.00;-18.00;-18.00;-18.00;-18.00;-18.00;-18.00;-18.00;-18.00;-18.00;-18.00;-18.00;-216
3_2 GV1;750000 - GV1;3_04999 Costo lavoro altri costi;3010801100;NOLEGGI SI BENEFIT;;;10% auto Gaita;-30.06;-30.06;-30.06;-30.06;-30.06;-30.06;-30.06;-30.06;-30.06;-30.06;-30.06;-30.06;-361
3_2 GV1;750000 - GV1;3_04999 Costo lavoro altri costi;3010801500;SPESE ACC.NOLEGGI SI BENEFIT;;;10% auto Gaita;-37.51;-37.51;-37.51;-37.51;-37.51;-37.51;-37.51;-37.51;-37.51;-37.51;-37.51;-37.51;-450
3_2 GV1;750000 - GV1;3_04999 Costo lavoro altri costi;3010730500;MAN.RIP.SI BENEFIT;;;10% auto Gaita;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00;-12
3_2 GV1;750000 - GV1;3_04999 Costo lavoro altri costi;3011100111;RIMAN.INIZIALI  D.P.I. COVID;;;50% fst;-130.00;;;;;;;;;;;;-130
3_2 GV1;750000 - GV1;3_06020 Costi facchinaggio;3010700400;PREST. MANODOPERA DI TERZI;0000001737;UNISERVICE SRL SOC.UNIPERSONALE ;;-82,319.94;-82,319.94;-94,667.93;-78,203.95;-90,551.94;-86,435.94;-86,435.94;-90,551.94;-86,435.94;-86,435.94;-86,435.94;-82,319.94;-1,033,115
3_2 GV1;750000 - GV1;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001187;EVOLUZIONE SERVIZI SRL SOCIETA'UNIP;;-573.00;-573.00;-573.00;-573.00;-573.00;-573.00;-573.00;-573.00;-573.00;-573.00;-573.00;-573.00;-6,876
3_2 GV1;750000 - GV1;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000001502;STRUTTURA SERVICE SRL;;-30.56;-30.56;-30.56;-30.56;-30.56;-30.56;-30.56;-30.56;-30.56;-30.56;-30.56;-30.56;-367
3_2 GV1;750000 - GV1;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000001085;GE.SA. S.R.L.;;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-150.00;-1,800
3_2 GV1;750000 - GV1;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000000713;DUE M SNC DI MALAGUTI MAURO & MANTO;;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-125.00;-1,500
3_2 GV1;750000 - GV1;3_06210 Costi manutenzione;3010730300;MAN.RIP.BENI DI TERZI;;;;-500.00;-500.00;-500.00;-500.00;-500.00;-500.00;-500.00;-500.00;-500.00;-500.00;-500.00;-500.00;-6,000
3_2 GV1;750000 - GV1;3_06210 Costi manutenzione;3010730903;MAN.RIP.IMMOBILIARI 5%;;;;;;-500.00;;;-500.00;;;-500.00;;;-500.00;-2,000
3_2 GV1;750000 - GV1;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000001355;NIC-AL SRL;;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-116.66;-1,400
3_2 GV1;750000 - GV1;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000001208;AZIENDA UNITA' SANITARIA DI BOLOGNA ;;-75.31;-75.31;-75.31;-75.31;-75.31;-75.31;-75.31;-75.31;-75.31;-75.31;-75.31;-75.31;-904
3_2 GV1;750000 - GV1;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;;;(centri Dyadea, Arval…);-70.00;-70.00;-70.00;-70.00;-70.00;-70.00;-70.00;-70.00;-70.00;-70.00;-70.00;-70.00;-840
3_2 GV1;750000 - GV1;3_06250 Pulizie;3010742700;PULIZIE;0000001744;ECO CLEAN SOC. COOP.;servizi extra;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-3,000
3_2 GV1;750000 - GV1;3_06250 Pulizie;3010742701;PULIZIE LOCALI;0000001744;ECO CLEAN SOC. COOP.;;-1,990.00;-1,990.00;-1,990.00;-1,990.00;-1,990.00;-1,990.00;-1,990.00;-1,990.00;-1,990.00;-1,990.00;-1,990.00;-1,990.00;-23,880
3_2 GV1;750000 - GV1;3_06260 Vigilanza;3010744000;VIGILANZA LOCALI;0000000235;COOPSERVICE S.COOP.P.A.;;-180.00;-180.00;-180.00;-180.00;-180.00;-180.00;-180.00;-180.00;-180.00;-180.00;-180.00;-180.00;-2,160
3_2 GV1;750000 - GV1;3_06270 Noleggi;3010800800;NOLEGGI;0000000305;CULLIGAN ITALIANA S.P.A.;;-5.16;-5.16;-5.16;-5.16;-5.16;-5.16;-5.16;-5.16;-5.16;-5.16;-5.16;-5.16;-62
3_2 GV1;750000 - GV1;3_06270 Noleggi;3010800800;NOLEGGI;0000001098;C.B.R.C. S.R.L.;;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-200.00;-2,400
3_2 GV1;750000 - GV1;3_06280 Utenze;3010705000;ACQUA;0000002324;CONAD NORD OVEST SOC. COOP. ;;-63.00;-63.00;-63.00;-63.00;-63.00;-63.00;-63.00;-63.00;-63.00;-63.00;-63.00;-63.00;-756
3_2 GV1;750000 - GV1;3_06280 Utenze;3010705100;SPESE RISCALDAMENTO;0000002324;CONAD NORD OVEST SOC. COOP. ;incremento costo +50% su valori 2020;-106.00;-106.00;-106.00;-106.00;-106.00;-106.00;-106.00;-106.00;-106.00;-106.00;-106.00;-106.00;-1,272
3_2 GV1;750000 - GV1;3_06280 Utenze;3010705200;ENERGIA ELETTRICA E FORZA MOTR;0000002324;CONAD NORD OVEST SOC. COOP. ;incremento costo +50% su valori 2020;-4,890.00;-4,890.00;-4,890.00;-4,890.00;-4,890.00;-4,890.00;-4,890.00;-4,890.00;-4,890.00;-4,890.00;-4,890.00;-4,890.00;-58,680
3_2 GV1;750000 - GV1;3_06290 Locazione;3010800100;AFFITTI PASSIVI E SPESE CONDOM;0000002666;REI ITALY ANZOLA S.R.L. ;;-37,767.79;-37,767.79;-37,767.79;-37,767.79;-37,767.79;-37,767.79;-37,767.79;-38,900.82;-38,900.82;-38,900.82;-38,900.82;-38,900.82;-458,879
3_2 GV1;750000 - GV1;3_06310 Assicurazioni;3010710000;ASSICURAZIONI   DIVERSE;;;infortuni/tcm/ritiro patente/tutela legale quadri e dirigenti;-28.47;-28.47;-28.47;-28.47;-28.47;-28.47;-28.47;-28.47;-28.47;-28.47;-28.47;-28.47;-342
